11:46:58,AM74043
11:46:59,AM74043
11:46:59,AM74043
11:46:59,AM74043
11:46:59,AM74043
11:46:59,AM74043
11:47:0,AM74043
11:47:0,AM74043
11:47:0,AM74043
11:47:0,AM74043
11:47:0,AM74043
11:47:1,AM74043
11:47:1,KM74043
